번호,개방자치단체코드,관리번호,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,업태구분명,좌표정보(x),좌표정보(y),위생업태명
140,3030000,3030000-201-2003-00005,133819,서울특별시 성동구 성수동1가 259번지,서울특별시 성동구 성덕정길 63-39 (성수동1가),4775,근화,여관업,204405.2004,448458.1568,여관업
141,3030000,3030000-201-1973-00022,133805,서울특별시 성동구 금호동3가 240-0번지,서울특별시 성동구 독서당로 315-9 (금호동3가),4730,스타장모텔,여관업,202063.1497,449571.7593,여관업
142,3030000,3030000-201-1970-00042,133836,서울특별시 성동구 송정동 66-103번지,서울특별시 성동구 광나루로9가길 24 (송정동),4801,유림,여관업,205691.8554,449586.8308,여관업
143,3030000,3030000-201-1980-00080,133822,서울특별시 성동구 성수동1가 14-31번지,서울특별시 성동구 상원4길 6 (성수동1가),4790,젠모텔,여관업,204261.0441,449445.2516,여관업
144,3030000,3030000-201-2000-00227,133833,서울특별시 성동구 성수동2가 299-152,서울특별시 성동구 성수일로12길 15-1 (성수동2가),4792,프린스모텔,여관업,204620.8942,449597.6718,여관업
145,3010000,3010000-201-2003-00079,100391,서울특별시 중구 장충동1가 23번지,서울특별시 중구 퇴계로60길 11 (장충동1가),4615,케이게스트하우스 동대문 프리미엄점2,여관업,200510.2736,451241.1209,여관업
146,3180000,3180000-201-2003-00141,150839,서울특별시 영등포구 신길동 115-17번지,서울특별시 영등포구 도신로58길 3 (신길동),7349,구본,여관업,192542.7673,445476.7296,여관업
147,3030000,3030000-201-1969-00060,133829,서울특별시 성동구 성수동2가 622-1,서울특별시 성동구 둘레17길 2 (성수동2가),4776,리버 STAY,여관업,204906.1383,448048.1004,여관업
148,3030000,3030000-201-2002-00011,133805,서울특별시 성동구 금호동3가 208,"서울특별시 성동구 무수막길 3-1 (금호동3가, 208)",4730,별장여관,여관업,202167.001,449559.7036,여관업
149,3030000,3030000-201-1997-00189,133882,서울특별시 성동구 도선동 144-0,서울특별시 성동구 무학로2길 43 (도선동),4709,리젠트호텔,여관업,202971.1154,451184.0543,여관업
150,3030000,3030000-201-1970-00091,133820,서울특별시 성동구 성수동1가 176-2번지,서울특별시 성동구 성덕정길 38 (성수동1가),4774,신양장여관,여관업,204147.9242,448496.0644,여관업
151,3030000,3030000-201-1972-00023,133809,서울특별시 성동구 금호동4가 1044-0번지,서울특별시 성동구 독서당로 267-6 (금호동4가),4725,중앙여관,여관업,201624.7905,449420.3633,여관업
152,3030000,3030000-201-1973-00101,133805,서울특별시 성동구 금호동3가 408-0,서울특별시 성동구 독서당로 295-5 (금호동3가),4730,동명,여관업,201866.2314,449578.2809,여관업
153,3010000,3010000-201-2003-00013,100819,서울특별시 중구 신당동 121-15번지,서울특별시 중구 다산로44길 30-2 (신당동),4577,수정여관,여관업,201578.7653,451405.5009,여관업
154,3180000,3180000-201-2003-00280,150851,서울특별시 영등포구 신길동 448-23번지,서울특별시 영등포구 신길로15길 6 (신길동),7424,금호여인숙,여인숙업,191751.9701,443942.4452,여인숙업
155,3000000,3000000-201-1984-00103,110020,서울특별시 종로구 홍지동 94-42번지,서울특별시 종로구 세검정로6길 4 (홍지동),3017,미라지모텔,여관업,196345.5572,455368.064,여관업
156,3010000,3010000-201-2012-00001,100809,서울특별시 중구 명동2가 2-7번지 명광빌딩 2~5층,"서울특별시 중구 명동10길 7-7 (명동2가, 명광빌딩 2~5층)",4537,케이팝레지던스,여관업,198660.3854,451251.3304,여관업
157,3030000,3030000-201-2001-00235,133882,서울특별시 성동구 도선동 75,서울특별시 성동구 왕십리로20길 17-1 (도선동),4709,스위트모텔,여관업,203047.6558,451235.8631,여관업
158,3030000,3030000-201-2000-00210,133882,서울특별시 성동구 도선동 98-0번지,서울특별시 성동구 왕십리로22길 16-1 (도선동),4709,라테라,여관업,203032.1109,451238.2737,여관업
159,3030000,3030000-201-1983-00192,133816,서울특별시 성동구 마장동 797-84번지,서울특별시 성동구 마조로19길 13 (마장동),4759,태양장,여관업,203476.8698,451406.1853,여관업
160,3140000,3140000-201-1989-00035,158806,서울특별시 양천구 목동 406-316,"서울특별시 양천구 신목로 119, 2~3층 (목동)",7999,잠모텔,여관업,188994.1889,446989.9574,여관업
161,3140000,3140000-201-1985-00001,158824,서울특별시 양천구 신월동 64-3,"서울특별시 양천구 화곡로 102, 2층 (신월동)",7907,청춘여관,여관업,185208.2807,448587.5561,여관업
162,3140000,3140000-201-1984-00014,158827,서울특별시 양천구 신월동 121-19,"서울특별시 양천구 곰달래로 33, 2층 (신월동)",7923,태양장여관,여관업,185469.1095,447552.4151,여관업
163,3140000,3140000-201-2003-00001,158824,서울특별시 양천구 신월동 50-4 2층,"서울특별시 양천구 가로공원로 113, 2층 (신월동)",7905,로즈모텔,여관업,184783.397,448230.4699,여관업
164,3070000,3070000-201-2001-00263,136800,서울특별시 성북구 길음동 877-183번지,서울특별시 성북구 동소문로 225-3 (길음동),2721,한일장여관,여관업,201851.0012,455544.3331,여관업
165,3030000,3030000-201-2014-00001,133882,서울특별시 성동구 도선동 86,서울특별시 성동구 무학로2길 47 (도선동),4709,호텔 컬리넌 왕십리,관광호텔,203006.3798,451150.6965,관광호텔
166,3030000,3030000-201-2002-00019,133826,서울특별시 성동구 성수동2가 204-6번지,서울특별시 성동구 동일로 33 (성수동2가),4777,팰리스모텔,여관업,205252.52,448218.5373,여관업
167,3030000,3030000-201-1982-00026,133829,서울특별시 성동구 성수동2가 606-0번지,서울특별시 성동구 둘레17길 6 (성수동2가),4776,동명여인숙,여관업,204911.6488,448091.1939,여관업
168,3030000,3030000-201-1966-00049,133820,서울특별시 성동구 성수동1가 371-1번지,서울특별시 성동구 둘레7가길 11 (성수동1가),4775,명성,여관업,204296.4789,448322.1104,여관업
169,3030000,3030000-201-1967-00145,133882,서울특별시 성동구 도선동 15-0번지,서울특별시 성동구 고산자로 261-38 (도선동),4709,봉산,여관업,203096.4521,451231.1315,여관업
170,3030000,3030000-201-2001-00228,133849,서울특별시 성동구 용답동 107-9번지,서울특별시 성동구 용답중앙길 23 (용답동),4803,오복장여관,여관업,204372.731,451609.7794,여관업
171,3030000,3030000-201-1970-00081,133828,서울특별시 성동구 성수동2가 532-35번지,서울특별시 성동구 성덕정길 90-13 (성수동2가),4775,유성장,여관업,204670.5987,448348.9664,여관업
172,3140000,3140000-201-1981-00031,158864,서울특별시 양천구 신정동 1182-8,"서울특별시 양천구 중앙로 245, 2~3층 (신정동)",8073,머스트스테이모텔,여관업,186970.7149,446232.1339,여관업
173,3070000,3070000-201-2001-00256,136858,서울특별시 성북구 종암동 3-169번지,서울특별시 성북구 종암로28길 36 (종암동),2797,스타장,여관업,202940.2347,455473.1094,여관업
174,3070000,3070000-201-1966-00032,136874,서울특별시 성북구 하월곡동 90-104번지,서울특별시 성북구 종암로36길 3-12 (하월곡동),2739,코리아나,여관업,202739.3118,455960.6704,여관업
175,3070000,3070000-201-1997-00189,136873,서울특별시 성북구 하월곡동 88-12번지,서울특별시 성북구 동소문로44길 4 (하월곡동),2734,휘닉스여관,여관업,202408.8824,455982.8946,여관업
176,3210000,3210000-214-2014-00004,137070,"서울특별시 서초구 서초동 1303-14 , 15호 3층 ~ 14층","서울특별시 서초구 사평대로58길 12, 3층 ~ 14층 (서초동)",6611,오클라우드 호텔,숙박업(생활),202035.58,444536.9612,숙박업(생활)
177,3000000,3000000-201-1986-00056,110827,서울특별시 종로구 숭인동 1086,서울특별시 종로구 숭인동길 46 (숭인동),3111,은진모텔,여관업,201890.6363,452750.2762,여관업
178,3070000,3070000-201-1981-00184,136052,서울특별시 성북구 동선동2가 34 RG호텔,"서울특별시 성북구 고려대로7길 88, RG호텔 (동선동2가)",2849,RG호텔,여관업,201575.0167,454108.4284,여관업
179,3070000,3070000-201-2002-00004,136847,서울특별시 성북구 정릉동 771-28번지,서울특별시 성북구 보국문로 149-6 (정릉동),2705,은성,여관업,200317.0749,457095.159,여관업
180,3070000,3070000-201-1981-00195,136832,서울특별시 성북구 장위동 307-44번지,서울특별시 성북구 한천로 741 (장위동),2759,진주,여관업,204455.3852,457768.967,여관업
181,3210000,3210000-201-2003-00005,137876,서울특별시 서초구 서초동 1594-5,서울특별시 서초구 효령로53길 40 (서초동),6651,라바호텔,일반호텔,201134.5632,442700.0243,일반호텔
182,3030000,3030000-201-1994-00111,133882,서울특별시 성동구 도선동 116-0번지,서울특별시 성동구 왕십리로22길 11 (도선동),4709,버니(BUNNY)모텔,여관업,203008.6102,451208.0105,여관업
183,3030000,3030000-201-1996-00183,133882,서울특별시 성동구 도선동 97-0,서울특별시 성동구 왕십리로22길 16 (도선동),4709,유썸,여관업,203030.7839,451227.7979,여관업
184,3030000,3030000-201-1988-00184,133882,서울특별시 성동구 도선동 84-0번지,서울특별시 성동구 왕십리로20길 9 (도선동),4709,더 스테이 모텔,여관업,203017.0176,451161.5232,여관업
185,3210000,3210000-201-1982-00046,137828,서울특별시 서초구 방배동 751-8,서울특별시 서초구 동광로19길 139 (방배동),6552,블루문모텔,여관업,198671.8767,443965.8675,여관업
186,3210000,3210000-201-1974-00025,137887,"서울특별시 서초구 양재동 8-11 1층, 2층, 3층","서울특별시 서초구 남부순환로358길 26, 1층, 2층, 3층 (양재동)",6738,30Month hotel,여관업,203351.4107,442432.7234,여관업
187,3070000,3070000-201-1982-00102,136820,서울특별시 성북구 석관동 343-18번지,서울특별시 성북구 화랑로 240 (석관동),2787,모텔준,여관업,204877.5699,456414.7352,여관업
188,3210000,3210000-214-2015-00001,137882,서울특별시 서초구 서초동 1680-1 ~4호 2층~19층,"서울특별시 서초구 서초대로 357, 2층~19층 (서초동)",6607,호텔아르누보서초,숙박업(생활),201734.3066,443786.5518,숙박업(생활)
189,3030000,3030000-201-1998-00153,133882,"서울특별시 성동구 도선동 138-0 142,143","서울특별시 성동구 왕십리로22길 11-11 (도선동,142,143)",4709,파라다이스,여관업,202979.1468,451201.2055,여관업
190,3030000,3030000-201-1973-00062,133830,서울특별시 성동구 성수동2가 664-1번지,서울특별시 성동구 성수이로6길 14 (성수동2가),4776,로얄장,여관업,204813.2024,448257.8271,여관업
191,3030000,3030000-201-1971-00039,133836,서울특별시 성동구 송정동 66-80,서울특별시 성동구 송정4길 19 (송정동),4801,신흥장,여관업,205789.178,449595.3081,여관업
192,3060000,3060000-201-1971-00117,131881,서울특별시 중랑구 중화동 305-31번지,서울특별시 중랑구 동일로135길 10 (중화동),2017,샹그릴라,여관업,206873.0668,455546.5575,여관업
193,3060000,3060000-201-1970-00150,131816,서울특별시 중랑구 면목동 101-10번지,서울특별시 중랑구 면목로74길 17-3 (면목동),2161,금천,여관업,207748.4499,454130.682,여관업
194,3060000,3060000-201-1970-00119,131878,서울특별시 중랑구 중화동 210-16번지,서울특별시 중랑구 망우로25길 8 (중화동),2115,신라장모텔,여관업,206260.5363,454563.4899,여관업
195,3060000,3060000-201-2001-00195,131859,서울특별시 중랑구 상봉동 90-26번지,서울특별시 중랑구 면목로96길 52 (상봉동),2149,이스트파크,여관업,207748.2078,454898.4952,여관업
196,3060000,3060000-201-2002-00002,131859,"서울특별시 중랑구 상봉동 88-8번지 9,10","서울특별시 중랑구 상봉로25가길 9 (상봉동,9,10)",2151,제이와이모텔,여관업,207982.9771,454760.5368,여관업
197,3060000,3060000-201-1970-00140,131813,서울특별시 중랑구 면목동 428-13번지,서울특별시 중랑구 면목로54길 5-1 (면목동),2210,태창장,여관업,207770.5281,453499.1794,여관업
198,3060000,3060000-201-1972-00108,131861,서울특별시 중랑구 상봉동 136-13번지,서울특별시 중랑구 중랑천로12길 9 (상봉동),2119,스위스장,여관업,206419.575,454468.8648,여관업
199,3060000,3060000-201-1987-00057,131859,서울특별시 중랑구 상봉동 90-2,서울특별시 중랑구 망우로50길 20 (상봉동),2149,스테이78,여관업,207778.7259,454888.474,여관업
200,3060000,3060000-201-1982-00075,131831,서울특별시 중랑구 면목동 604-38번지,서울특별시 중랑구 사가정로 381-1 (면목동),2228,헤바모텔,여관업,207631.3714,453196.3421,여관업
201,3940000,3950000-201-1997-00005,412819,경기도 고양시 덕양구 토당동 454-25,경기도 고양시 덕양구 토당로 79 (토당동),10509,꿈의궁전,여관업,183848.3453,457787.4588,여관업
202,3940000,4100100-201-1982-00001,411875,경기도 고양시 일산서구 일산동 627-40 A동,"경기도 고양시 일산서구 고양대로 667, A동 (일산동)",10342,일신여관,여관업,179662.7728,464708.3535,여관업
203,3940000,4100100-201-2001-00002,411320,경기도 고양시 일산서구 탄현동 1562-1,경기도 고양시 일산서구 일현로 39 (탄현동),10343,K(케이),여관업,178961.8288,465405.0245,여관업
204,3940000,3950000-201-1993-00001,412804,경기도 고양시 덕양구 관산동 539-1번지,경기도 고양시 덕양구 동헌로9번길 8 (관산동),10266,동그라미,여관업,187534.5864,466963.3781,여관업
205,3940000,3960100-201-2002-00002,410811,경기도 고양시 일산동구 마두동 799-3 1~9층호,"경기도 고양시 일산동구 강석로 147, 1~9층호 (마두동)",10414,마두 라트리(La TREE),일반호텔,180323.2355,461277.7509,일반호텔
206,3940000,4100100-201-1973-00003,411875,경기도 고양시 일산서구 일산동 637-17,경기도 고양시 일산서구 일청로8번길 35 (일산동),10342,이화여관,여인숙업,179823.0939,464729.197,여인숙업
207,3940000,3950000-201-2007-00001,412802,경기도 고양시 덕양구 관산동 227-4번지 3층,"경기도 고양시 덕양구 통일로770번길 5 (관산동, 3층)",10286,청수여관,여관업,188002.1652,465086.2208,여관업
